icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature,ASK,RPK,esg_match_percent,route_efficiency_score,weather_penalty_index,fuel_savings_if_alt_route
896596,1662705952.0,0.0,1662753055,0.0,ETD11B  ,OMAA,Unknown,KJFK,Unknown,A350-1041,A35K,A6-XWA,1662705952.0,1662753055.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","KJFK 091051Z 33014KT 10SM FEW060 01/M10 A3023 RMK AO2 SLP235 T00061100,KJFK,2025-04-09T10:51:00Z,40.6392,-73.7639,0.6,-10,330,14,,10+,30.23,1023.5,,,TRUE,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,3",2218.401372921813,9982.80617814816,31545.667522948184,0.05,10481.946487055568,33122.950899095595,9982.80617814816,31545.667522948184,290.0,14.0,0.02,10182.462301711124,32176.580873407147,9395.582285315915,47103.0,5.013313552010068,Holding/Reroute,1,8903.140293744853,10179.497779193782,0.0002912248306986,0.9994871490484888,distance_km,554600.3432304533,443680.2745843627,95.0,0.16629766456560882,2.0,40064.13132185184
896596,1662687867.0,0.0,1662689177,0.0,ETD205  ,Unknown,Unknown,OMAD,Unknown,A350-1041,A35K,A6-XWA,1662687867.0,1662689177.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",6284.7796236166105,28281.508306274747,89369.5662478282,0.0,28281.508306274747,89369.5662478282,28281.508306274747,89369.5662478282,,0.0,0.0,28281.508306274747,89369.5662478282,26617.89017061153,1310.0,0.0492150201087821,Shortened Flight (Possible Direct Routing),1,0.0,28283.20943155065,6.014611884922415e-05,0.9994871490484888,distance_km,1571194.9059041527,1256955.9247233223,95.0,0.9530934849715746,0.0,0.0
8964c1,1662739024.0,0.0,1662748889,0.0,ETD223  ,VIDP,Unknown,OM11,Unknown,Boeing 787 9,B789,A6-BLQ,1662739024.0,1662748889.0,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",No Weather Info,2504.46169868147,11270.077644066614,35613.4453552505,0.05,11833.581526269943,37394.11762301303,11270.077644066614,35613.4453552505,,0.0,0.0,11270.077644066614,35613.4453552505,10607.13190029799,9865.0,0.9300346307301844,Normal,0,0.0,11273.178329883773,0.0002750498330128,0.9994871490484888,distance_km,626115.4246703675,500892.339736294,100.0,0.5181254181028206,0.0,0.0
8964c1,1662720877.0,0.0,1662731628,0.0,ETD224  ,OMAA,Unknown,VIDP,Unknown,Boeing 787 9,B789,A6-BLQ,1662720877.0,1662731628.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",3039.524276174594,13677.859242785673,43222.03520720273,0.05,14361.752204924956,45383.13696756287,13677.859242785673,43222.03520720273,290.0,14.0,0.02,13951.416427641389,44086.47591134678,12873.279287327692,10751.0,0.8351407407577307,Normal,0,0.0,13951.148395729024,1.921217556876763e-05,0.9994871490484888,distance_km,759881.0690436485,607904.8552349189,100.0,0.5449173340171716,2.0,0.0
8964bc,1662711312.0,0.0,1662747798,0.0,ETD871  ,RJAA,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLL,1662711312.0,1662747798.0,"RJAA 091100Z 13004KT 9999 FEW030 11/06 Q1014 NOSIG RMK 1CU030 A2994,RJAA,2025-04-09T11:00:00Z,35.765,140.386,11,6,130,4,,6+,29.94,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,36","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6517.316390299962,29327.923756349832,92676.23907006548,0.05,30794.319944167324,97310.05102356875,29327.923756349832,92676.23907006548,130.0,4.0,0.0,29327.923756349832,92676.23907006548,27602.7517706822,36486.0,1.32182473338593,Holding/Reroute,1,2097.433609700038,29328.247813861966,1.104933080868519e-05,0.9994871490484888,distance_km,1629329.0975749905,1303463.2780599925,95.0,0.4306957306556444,0.0,9438.45124365017
8964bc,1662687704.0,0.0,1662696625,0.0,ETD878  ,Unknown,Unknown,Unknown,Unknown,Boeing 787 9,B789,A6-BLL,1662687704.0,1662696625.0,No Weather Info,No Weather Info,4958.899421500426,22315.04739675192,70515.54977373606,0.0,22315.04739675192,70515.54977373606,22315.04739675192,70515.54977373606,,0.0,0.0,22315.04739675192,70515.54977373607,21002.39754988416,8921.0,0.4247610292496918,Shortened Flight (Possible Direct Routing),1,0.0,22321.87785972372,0.0003059985819618,0.9994871490484888,distance_km,1239724.8553751064,991779.8843000853,95.0,0.70187208905245,0.0,0.0
896408,1662687069.0,0.0,1662731296,0.0,ETD6HZ  ,KIAD,Unknown,OMAA,Unknown,787 9,B789,A6-BLC,1662687069.0,1662731296.0,"KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2191.342489766464,9861.041203949088,31160.89020447912,0.05,10354.093264146542,32718.934714703075,9861.041203949088,31160.89020447912,0.0,0.0,0.0,9861.041203949088,31160.89020447912,9280.979956657966,44227.0,4.76533730344634,Holding/Reroute,1,8251.143621344647,9860.452817192756,5.967137283043293e-05,0.9994871490484888,distance_km,547835.622441616,438268.49795329286,95.0,0.17345038934707793,0.0,37130.14629605091
89637d,1662734052.0,0.0,1662737716,0.0,ETD318  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1662734052.0,1662737716.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6981.453236516065,31416.53956432229,99276.26502325844,0.0,31416.53956432229,99276.26502325844,31416.53956432229,99276.26502325844,,0.0,0.0,31416.53956432229,99276.26502325844,29568.50782524451,3664.0,0.1239156206885695,Shortened Flight (Possible Direct Routing),1,0.0,31417.37335074578,2.653902394005452e-05,0.9994871490484888,distance_km,1745363.3091290162,1396290.6473032131,95.0,0.889746509072761,0.0,0.0
89637d,1662721649.0,0.0,1662725989,0.0,ETD317  ,Unknown,Unknown,OERK,Unknown,A320 232SL,A320,A6-EIT,1662721649.0,1662725989.0,No Weather Info,"OERK 091100Z 24004KT CAVOK 38/02 Q1015 NOSIG,OERK,2025-04-09T11:00:00Z,24.945,46.702,38,2,240,4,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,618",5021.810972727177,22598.149377272297,71410.15203218046,0.0,22598.149377272297,71410.15203218046,22598.149377272297,71410.15203218046,,0.0,0.0,22598.149377272297,71410.15203218046,21268.846472726866,4340.0,0.2040543198036245,Shortened Flight (Possible Direct Routing),1,0.0,22594.72986556208,0.0001513411193923,0.9994871490484888,distance_km,1255452.7431817942,1004362.1945454354,95.0,0.830527313886549,0.0,0.0
896488,1662749701.0,0.0,1662758126,0.0,ETD72K  ,OMAA,Unknown,Unknown,Unknown,787 9,B789,A6-BLH,1662749701.0,1662758126.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6614.840859691697,29766.78386861264,94063.03702481596,0.05,31255.12306204328,98766.18887605677,29766.78386861264,94063.03702481596,290.0,14.0,0.02,30362.119545984893,95944.29776531228,28015.79658222366,8425.0,0.3007232000444263,Shortened Flight (Possible Direct Routing),1,0.0,30362.80769093356,2.266407493249309e-05,0.9994871490484888,distance_km,1653710.2149229243,1322968.1719383395,95.0,0.7688030781382579,2.0,0.0
896488,1662715413.0,1662715414.0,1662735959,1662736112.0,ETD98V  ,EBBR,EBBR,OMAA,OMAA,787 9,B789,A6-BLH,1662715414.0,1662736112.0,"EBBR 091120Z 02006KT 350V050 CAVOK 13/04 Q1026 NOSIG,EBBR,2025-04-09T11:20:00Z,50.896,4.526,13,4,20,6,,6+,30.30,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,49","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5497.069993737951,24736.814971820782,78168.33531095367,0.05,25973.65572041182,82076.75207650136,24736.814971820782,78168.33531095367,20.0,6.0,0.0,24736.814971820782,78168.33531095367,23281.7082087725,20546.0,0.8824953828885421,Normal,0,0.0,24735.503010102544,5.303962153922938e-05,0.9994871490484888,distance_km,1374267.4984344877,1099413.9987475902,100.0,0.5312098022070992,0.0,0.0
896488,1662681608.0,0.0,1662704174,0.0,ETD46X  ,Unknown,Unknown,EBBR,Unknown,787 9,B789,A6-BLH,1662681608.0,1662704174.0,No Weather Info,"EBBR 091120Z 02006KT 350V050 CAVOK 13/04 Q1026 NOSIG,EBBR,2025-04-09T11:20:00Z,50.896,4.526,13,4,20,6,,6+,30.30,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,49",5111.669088755674,23002.51089940053,72687.93444210569,0.0,23002.51089940053,72687.93444210569,23002.51089940053,72687.93444210569,,0.0,0.0,23002.51089940053,72687.93444210569,21649.42202296521,22566.0,1.0423372954743322,Normal,0,0.0,23003.107071529463,2.5917026212047198e-05,0.9994871490484888,distance_km,1277917.2721889187,1022333.817751135,100.0,0.4896350873168335,0.0,0.0
89642b,1662709564.0,0.0,1662711914,0.0,ETD378  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662709564.0,1662711914.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2689.367567515426,12102.154053819417,38242.80681006936,0.0,12102.154053819417,38242.80681006936,12102.154053819417,38242.80681006936,,0.0,0.0,12102.154053819417,38242.80681006936,11390.262638888862,2350.0,0.2063165771065351,Shortened Flight (Possible Direct Routing),1,0.0,12114.920843102513,0.0010538070738088,0.9994871490484888,distance_km,672341.8918788565,537873.5135030852,95.0,0.828969790333641,0.0,0.0
89642b,1662701640.0,0.0,1662704269,0.0,ETD371  ,OMAA,Unknown,OBBI,Unknown,A321 231SL,A321,A6-AEF,1662701640.0,1662704269.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",5018.248709461536,22582.11919257692,71359.49664854305,0.05,23711.22515220576,74927.4714809702,22582.11919257692,71359.49664854305,290.0,14.0,0.02,23033.761576428456,72786.68658151393,21253.759240072388,2629.0,0.1236957646082305,Shortened Flight (Possible Direct Routing),1,0.0,23029.955838743503,0.0001652516275585,0.9994871490484888,distance_km,1254562.177365384,1003649.7418923073,95.0,0.8899205919394417,2.0,0.0
89642b,1662688632.0,0.0,1662690138,0.0,ETD54N  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662688632.0,1662690138.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4375.886228943109,19691.488030243992,62225.10217557102,0.0,19691.488030243992,62225.10217557102,19691.488030243992,62225.10217557102,,0.0,0.0,19691.488030243992,62225.10217557102,18533.16520493552,1506.0,0.0812597299677089,Shortened Flight (Possible Direct Routing),1,0.0,19687.89203229857,0.0001826502268259,0.9994871490484888,distance_km,1093971.5572357771,875177.2457886217,95.0,0.9248471688017682,0.0,0.0
89653b,1662746892.0,0.0,1662759530,0.0,ETD216  ,OMAA,Unknown,VOBL,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662746892.0,1662759530.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VOBL 091100Z 05012KT 8000 SCT012 SCT020 32/10 Q1012 NOSIG,VOBL,2025-04-09T11:00:00Z,13.205,77.704,32,10,50,12,,4.97,29.88,,,,,,TRUE,,,,,SCT,1200,SCT,2000,,,,,MVFR,,,,,,,,,,,,METAR,908",4448.68242770627,20019.070924678213,63260.26412198316,0.05,21020.024470912125,66423.27732808232,20019.070924678213,63260.26412198316,290.0,14.0,0.02,20419.45234317178,64525.46940442282,18841.4785173442,12638.0,0.6707541549017135,Shortened Flight (Possible Direct Routing),1,0.0,20423.87248217614,0.0002164202213961,0.9994871490484888,distance_km,1112170.6069265674,889736.4855412539,95.0,0.5985321042393742,2.0,0.0
89653b,1662713491.0,0.0,1662736258,0.0,ETD26W  ,LEMD,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662713491.0,1662736258.0,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6640.798485243018,29883.59318359358,94432.15446015573,0.05,31377.77284277326,99153.76218316352,29883.59318359358,94432.15446015573,,0.0,0.0,29883.59318359358,94432.15446015573,28125.734761029253,22767.0,0.8094721860047452,Normal,0,0.0,29881.303402798738,7.662921405993586e-05,0.9994871490484888,distance_km,1660199.6213107544,1328159.6970486036,100.0,0.5526473453056866,0.0,0.0
89653b,1662681614.0,0.0,1662704374,0.0,ETD68W  ,Unknown,Unknown,LEMD,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662681614.0,1662704374.0,No Weather Info,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589",3615.274968719513,16268.737359237808,51409.21005519148,0.0,16268.737359237808,51409.21005519148,16268.737359237808,51409.21005519148,,0.0,0.0,16268.737359237808,51409.21005519148,15311.752808694408,22760.0,1.4864398795072165,Holding/Reroute,1,1758.613920169376,16267.13442001376,9.85385122334005e-05,0.9994871490484888,distance_km,903818.7421798782,723054.9937439025,95.0,0.4021814515773406,0.0,7913.762640762192
8964be,1662714010.0,0.0,1662735403,0.0,ETD35Q  ,LEBL,Unknown,OMAA,Unknown,787 9,B789,A6-BLN,1662714010.0,1662735403.0,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3683.802092860021,16577.109417870095,52383.6657604695,0.05,17405.9648887636,55002.84904849298,16577.109417870095,52383.6657604695,180.0,9.0,0.0,16577.109417870095,52383.6657604695,15601.985334465971,21393.0,1.3711716516449504,Holding/Reroute,1,1367.322907139979,16614.73102396248,0.0022643524013794,0.9994871490484888,distance_km,920950.5232150052,736760.4185720042,95.0,0.42173243734011034,0.0,6152.953082129905
8964be,1662681610.0,0.0,1662702418,0.0,ETD88U  ,Unknown,Unknown,LEBL,Unknown,787 9,B789,A6-BLN,1662681610.0,1662702418.0,No Weather Info,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2",2781.1819425559884,12515.318741501947,39548.40722314616,0.0,12515.318741501947,39548.40722314616,12515.318741501947,39548.40722314616,,0.0,0.0,12515.318741501947,39548.40722314616,11779.123521413598,20808.0,1.7665151369006833,Holding/Reroute,1,2131.818057444012,12515.547515387389,1.8279175174705364e-05,0.9994871490484888,distance_km,695295.485638997,556236.3885111976,95.0,0.3614655805282513,0.0,9593.181258498054
89653c,1662688964.0,0.0,1662690054,0.0,ETD281  ,Unknown,Unknown,OMAD,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BME,1662688964.0,1662690054.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",6946.758251555678,31260.41213200055,98782.90233712176,0.0,31260.41213200055,98782.90233712176,31260.41213200055,98782.90233712176,,0.0,0.0,31260.41213200055,98782.90233712176,29421.56435952993,1090.0,0.0370476561572409,Shortened Flight (Possible Direct Routing),1,0.0,31255.853587927857,0.0001458460911927,0.9994871490484888,distance_km,1736689.5628889194,1389351.6503111357,95.0,0.9642758402304094,0.0,0.0
8964c0,1662720422.0,0.0,1662745154,0.0,ETD57X  ,OMAA,Unknown,EGLL,Unknown,B787-9,B789,A6-BLP,1662720422.0,1662745154.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",5868.223984380943,26407.007929714244,83446.14505789701,0.05,27727.35832619996,87618.45231079186,26407.007929714244,83446.14505789701,290.0,14.0,0.02,26935.148088308528,85115.06795905496,24853.654522083994,24732.0,0.9951051656417008,Normal,0,0.0,26926.3172587327,0.0003279627693224,0.9994871490484888,distance_km,1467055.9960952357,1173644.7968761886,100.0,0.5012267108628142,2.0,0.0
8964c0,1662681604.0,0.0,1662694695,0.0,ETD235  ,Unknown,Unknown,OMAA,Unknown,B787-9,B789,A6-BLP,1662681604.0,1662694695.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5815.255292464543,26168.648816090445,82692.93025884581,0.0,26168.648816090445,82692.93025884581,26168.648816090445,82692.93025884581,,0.0,0.0,26168.648816090445,82692.93025884581,24629.316532791006,13091.0,0.5315210425173955,Shortened Flight (Possible Direct Routing),1,0.0,26166.348482138757,8.791192065874464e-05,0.9994871490484888,distance_km,1453813.8231161358,1163051.0584929087,95.0,0.6529456483054764,0.0,0.0
8964bd,1662725871.0,0.0,1662740494,0.0,ETD245  ,VGTJ,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLM,1662725871.0,1662740494.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5859.067856777015,26365.805355496566,83315.94492336916,0.0,26365.805355496566,83315.94492336916,26365.805355496566,83315.94492336916,,0.0,0.0,26365.805355496566,83315.94492336916,24814.87562870265,14623.0,0.5892836304642203,Shortened Flight (Possible Direct Routing),1,0.0,26363.28902208013,9.544838712363322e-05,0.9994871490484888,distance_km,1464766.9641942536,1171813.571355403,95.0,0.6292143081520987,0.0,0.0
8964bd,1662702493.0,0.0,1662717887,0.0,ETD240  ,Unknown,Unknown,Unknown,Unknown,787-9 Dreamliner,B789,A6-BLM,1662702493.0,1662717887.0,No Weather Info,No Weather Info,2247.993320634485,10115.969942855185,31966.46501942238,0.0,10115.969942855185,31966.46501942238,10115.969942855185,31966.46501942238,,0.0,0.0,10115.969942855185,31966.465019422387,9520.912887393111,15394.0,1.6168617633697282,Holding/Reroute,1,1386.7011238099594,10128.504730522514,0.0012375753381992,0.9994871490484888,distance_km,561998.3301586212,449598.664126897,95.0,0.3821371132391425,0.0,6240.155057144817
8964bd,1662682604.0,0.0,1662683759,0.0,ETD3SQ  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLM,1662682604.0,1662683759.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5974.062701620769,26883.282157293463,84951.17161704735,0.0,26883.282157293463,84951.17161704735,26883.282157293463,84951.17161704735,,0.0,0.0,26883.282157293463,84951.17161704735,25301.91261862914,1155.0,0.0456487229803174,Shortened Flight (Possible Direct Routing),1,0.0,26881.30050139453,7.371875102658957e-05,0.9994871490484888,distance_km,1493515.6754051922,1194812.5403241538,95.0,0.9563441125331182,0.0,0.0
896534,1662723270.0,0.0,1662744957,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLW,1662723270.0,1662744957.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2466.758211293756,11100.4119508219,35077.30176459721,0.0,11100.4119508219,35077.30176459721,11100.411950821905,35077.301764597214,,0.0,0.0,11100.411950821905,35077.30176459722,10447.446541950028,21687.0,2.075818231078701,Holding/Reroute,1,2653.7834553729103,11101.088107411657,6.090903731327423e-05,0.9994871490484888,distance_km,616689.552823439,493351.6422587512,95.0,0.3251167412611688,0.0,11942.025549178097
896534,1662681604.0,0.0,1662694405,0.0,ETD418  ,Unknown,Unknown,WMKK,Unknown,787-9 Dreamliner,B789,A6-BLW,1662681604.0,1662694405.0,No Weather Info,"WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",6206.91979926741,27931.139096703344,88262.39954558256,0.0,27931.139096703344,88262.39954558256,27931.139096703344,88262.39954558256,,0.0,0.0,27931.139096703344,88262.39954558256,26288.130914544327,12801.0,0.4869497965303285,Shortened Flight (Possible Direct Routing),1,0.0,27930.4174939866,2.5835729698650973e-05,0.9994871490484888,distance_km,1551729.9498168526,1241383.9598534822,95.0,0.6725176615467553,0.0,0.0
89650a,1662699155.0,0.0,1662720118,0.0,ETD980  ,Unknown,Unknown,OMAA,Unknown,Boeing 777-F,Unknown,A6-DDF,1662699155.0,1662720118.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5057.772481421094,22759.976166394925,71921.52468580796,0.0,22759.976166394925,71921.52468580796,22759.976166394925,71921.52468580796,,0.0,0.0,22759.976166394925,71921.52468580796,21421.15403895993,20963.0,0.9786120748617624,Normal,0,0.0,22765.24472299855,0.000231429825057,0.9994871490484888,distance_km,1264443.1203552736,1011554.496284219,100.0,0.5054047797974072,0.0,0.0
89650a,1662681604.0,0.0,1662687139,0.0,ETD979  ,Unknown,Unknown,Unknown,Unknown,Boeing 777-F,Unknown,A6-DDF,1662681604.0,1662687139.0,No Weather Info,No Weather Info,6319.335913615893,28437.01161127152,89860.956691618,0.0,28437.01161127152,89860.956691618,28437.01161127152,89860.956691618,,0.0,0.0,28437.01161127152,89860.956691618,26764.2462223732,5535.0,0.2068057495067092,Shortened Flight (Possible Direct Routing),1,0.0,28439.68137188342,9.38744909618034e-05,0.9994871490484888,distance_km,1579833.9784039734,1263867.1827231788,95.0,0.8286337717638131,0.0,0.0
