icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature
89637d,1662119668.0,1662119670.0,1662132342,1662132646.0,ETD88F  ,OLBA,OLBA,OMAM,OMAA,A320 232SL,A320,A6-EIT,1662119670.0,1662132646.0,"OLBA 091100Z 21008KT 6000 SCT030 22/14 Q1014 NOSIG,OLBA,2025-04-09T11:00:00Z,33.82,35.491,22,14,210,8,,3.73,29.94,,,,,,TRUE,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,29",No Weather Info,3697.552418520759,16638.985883343415,52579.1953913652,0.05,17470.935177510586,55208.15516093346,16638.985883343415,52579.1953913652,210.0,8.0,0.0,16638.985883343415,52579.1953913652,15660.222007852628,12674.0,0.8093116428135423,Normal,0,0.0,16636.771688242166,0.00013309043020731697,0.9994871490484888,distance_km
89637d,1662097119.0,0.0,1662109267,0.0,ETD55E  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIT,1662097119.0,1662109267.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3153.2605090452525,14189.672290703636,44839.364438623496,0.05,14899.155905238818,47081.33266055467,14189.672290703636,44839.364438623496,290.0,14.0,0.02,14473.46573651771,45736.15172739597,13354.985685368129,12148.0,0.909622839454593,Normal,0,0.0,14469.161967386792,0.00029744425700803113,0.9994871490484888,distance_km
89627b,1662150319.0,0.0,1662151092,0.0,ETD381  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1662150319.0,1662151092.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3215.7062029399813,14470.677913229916,45727.34220580654,0.0,14470.677913229916,45727.34220580654,14470.677913229916,45727.34220580654,,0.0,0.0,14470.677913229916,45727.34220580654,13619.46156539286,773.0,0.0567570161484355,Shortened Flight (Possible Direct Routing),1,0.0,14473.69538440109,0.00020847966542293262,0.9994871490484888,distance_km
89627b,1662141243.0,0.0,1662142229,0.0,ETD388  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1662141243.0,1662142229.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2713.0560450652347,12208.752202793556,38579.65696082764,0.05,12819.189812933231,40508.63980886902,12208.752202793556,38579.65696082764,290.0,14.0,0.02,12452.927246849427,39351.25010004419,11490.590308511582,986.0,0.0858093425600272,Shortened Flight (Possible Direct Routing),1,0.0,12443.069521123189,0.0007922262034704779,0.9994871490484888,distance_km
89627b,1662125533.0,0.0,1662129861,0.0,ETD334  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1662125533.0,1662129861.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3709.8517504987326,16694.3328772443,52754.09189209199,0.0,16694.3328772443,52754.09189209199,16694.3328772443,52754.09189209199,,0.0,0.0,16694.3328772443,52754.09189209199,15712.313296229926,4328.0,0.2754527559629604,Shortened Flight (Possible Direct Routing),1,0.0,16696.077092884054,0.00010446859043906543,0.9994871490484888,distance_km
89627b,1662103292.0,0.0,1662106732,0.0,ETD333  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1662103292.0,1662106732.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,5478.34980185966,24652.57410836847,77902.13418244437,0.05,25885.20281378689,81797.24089156659,24652.57410836847,77902.13418244437,290.0,14.0,0.02,25145.62559053584,79460.17686609326,23202.42269022915,3440.0,0.148260379785626,Shortened Flight (Possible Direct Routing),1,0.0,25147.086678656982,5.8101685487931275e-05,0.9994871490484888,distance_km
89627b,1662088232.0,0.0,1662093509,0.0,ETD314  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1662088232.0,1662093509.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5872.214775382137,26424.966489219616,83502.89410593398,0.0,26424.966489219616,83502.89410593398,26424.966489219616,83502.89410593398,,0.0,0.0,26424.966489219616,83502.89410593398,24870.55669573611,5277.0,0.2121786039837502,Shortened Flight (Possible Direct Routing),1,0.0,26422.660453981225,8.72749071732269e-05,0.9994871490484888,distance_km
896409,1662103603.0,0.0,1662151537,0.0,ETD19G  ,OMAA,Unknown,KIAD,Unknown,787 9,B789,A6-BLD,1662103603.0,1662151537.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90",2329.5823750282266,10483.12068762702,33126.661372901384,0.05,11007.27672200837,34782.99444154645,10483.12068762702,33126.661372901384,290.0,14.0,0.02,10692.783101379562,33789.19460035942,9866.466529531312,47934.0,4.858274221731638,Holding/Reroute,1,8988.167624971773,10691.677227933209,0.00010343311182869653,0.9994871490484888,distance_km
896409,1662074766.0,0.0,1662085811,0.0,ETD217  ,VOBL,Unknown,OMAD,Unknown,787 9,B789,A6-BLD,1662074766.0,1662085811.0,"VOBL 091100Z 05012KT 8000 SCT012 SCT020 32/10 Q1012 NOSIG,VOBL,2025-04-09T11:00:00Z,13.205,77.704,32,10,50,12,,4.97,29.88,,,,,,TRUE,,,,,SCT,1200,SCT,2000,,,,,MVFR,,,,,,,,,,,,METAR,908","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",3993.232635799025,17969.546861095612,56783.76808106214,0.05,18868.024204150395,59622.95648511525,17969.546861095612,56783.76808106214,50.0,12.0,0.02,18328.937798317525,57919.44344268338,16912.51469279587,11045.0,0.6530666905912447,Shortened Flight (Possible Direct Routing),1,0.0,18325.87174887367,0.0001673071538353757,0.9994871490484888,distance_km
89650a,1662093824.0,0.0,1662108689,0.0,ETD9856 ,Unknown,Unknown,OMAA,Unknown,Boeing 777-F,Unknown,A6-DDF,1662093824.0,1662108689.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6424.045916515372,28908.206624319173,91349.9329328486,0.0,28908.206624319173,91349.9329328486,28908.206624319173,91349.9329328486,,0.0,0.0,28908.206624319173,91349.9329328486,27207.72388171216,14865.0,0.546352207359455,Shortened Flight (Possible Direct Routing),1,0.0,28906.57144169315,5.656785099263167e-05,0.9994871490484888,distance_km
896388,1662121680.0,1662121526.0,1662137449,1662137448.0,ETD177C ,LGAV,LGAV,OMAA,OMAA,A320 232SL,A320,A6-EIU,1662121526.0,1662137448.0,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5056.731068641748,22755.289808887865,71906.71579608566,0.05,23893.05429933226,75502.05158588995,22755.289808887865,71906.71579608566,50.0,13.0,0.02,23210.395605065623,73344.85011200738,21416.74334954152,15769.0,0.7362930835297877,Normal,0,0.0,23209.862843428426,2.2954105364249542e-05,0.9994871490484888,distance_km
896388,1662092341.0,1662092336.0,1662113609,0.0,ETD177A ,OMAA,OMAA,Unknown,LGSR,A320 232SL,A320,A6-EIU,1662092336.0,1662113609.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3018.2208012864603,13581.993605789072,42919.09979429347,0.05,14261.093286078523,45065.05478400814,13581.993605789072,42919.09979429347,290.0,14.0,0.02,13853.633477904854,43777.48179017934,12783.052805448538,21268.0,1.6637653245815358,Holding/Reroute,1,2003.3903098246503,13850.31279138063,0.0002397553451854982,0.9994871490484888,distance_km
896388,1662083018.0,0.0,1662085179,0.0,ETD390  ,OTHH,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIU,1662083018.0,1662085179.0,"OTHH 091100Z 35016KT CAVOK 37/06 Q1009 NOSIG,OTHH,2025-04-09T11:00:00Z,25.273,51.609,37,6,350,16,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3384.0751011387647,15228.337955124442,48121.54793819324,0.05,15989.754852880664,50527.6253351029,15228.337955124442,48121.54793819324,350.0,16.0,0.02,15532.90471422693,49083.9788969571,14332.553369528889,2161.0,0.1507756464800125,Shortened Flight (Possible Direct Routing),1,0.0,15533.307442099416,2.5926730285054345e-05,0.9994871490484888,distance_km
896465,1662114615.0,0.0,1662143716,0.0,ETD277  ,OMAA,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLG,1662114615.0,1662143716.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6279.228109173231,28256.52649127954,89290.62371244335,0.05,29669.35281584352,93755.15489806552,28256.52649127954,89290.62371244335,290.0,14.0,0.02,28821.65702110513,91076.4361866922,26594.37787414545,29101.0,1.0942538358188645,Normal,0,0.0,28821.80245272464,5.045889123374001e-06,0.9994871490484888,distance_km
896465,1662057338.0,0.0,1662086416,0.0,ETD275  ,OMAA,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLG,1662057338.0,1662086416.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6392.510850288771,28766.29882629947,90901.50429110632,0.05,30204.613767614443,95446.57950566163,28766.29882629947,90901.50429110632,290.0,14.0,0.02,29341.62480282546,92719.53437692844,27074.16360122303,29078.0,1.0740128643784383,Normal,0,0.0,29337.95030509835,0.00012524725445695815,0.9994871490484888,distance_km
8964fe,1662114870.0,0.0,1662138656,0.0,ETD57X  ,OMAA,Unknown,EGLL,Unknown,787-10 Dreamliner ,B78X,A6-BMC ,1662114870.0,1662138656.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",3764.837664153104,16941.76948868897,53535.99158425714,0.05,17788.857963123417,56212.79116347,16941.76948868897,53535.99158425714,290.0,14.0,0.02,17280.60487846275,54606.71141594229,15945.194812883736,23786.0,1.491734674874018,Holding/Reroute,1,1851.301224735785,17268.610387892924,0.0006945834262514963,0.9994871490484888,distance_km
8964fe,1662086081.0,0.0,1662087209,0.0,ETD289  ,Unknown,Unknown,OMAA,Unknown,787-10 Dreamliner ,B78X,A6-BMC ,1662086081.0,1662087209.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5871.045344504124,26419.70405026856,83486.26479884864,0.0,26419.70405026856,83486.26479884864,26419.70405026856,83486.26479884864,,0.0,0.0,26419.70405026856,83486.26479884866,24865.603812017467,1128.0,0.0453638692439409,Shortened Flight (Possible Direct Routing),1,0.0,26418.86140246081,3.1895689784364744e-05,0.9994871490484888,distance_km
896397,1662151365.0,0.0,1662152138,0.0,ETD326  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIV,1662151365.0,1662152138.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6034.563921781944,27155.537648018748,85811.49896773924,0.0,27155.537648018748,85811.49896773924,27155.537648018748,85811.49896773924,,0.0,0.0,27155.537648018748,85811.49896773924,25558.153080488235,773.0,0.0302447519414119,Shortened Flight (Possible Direct Routing),1,0.0,27153.250070646227,8.424690843892255e-05,0.9994871490484888,distance_km
896397,1662126506.0,0.0,1662128848,0.0,ETD19D  ,OTHH,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIV,1662126506.0,1662128848.0,"OTHH 091100Z 35016KT CAVOK 37/06 Q1009 NOSIG,OTHH,2025-04-09T11:00:00Z,25.273,51.609,37,6,350,16,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2838.184710636392,12771.831197863765,40358.98658524949,0.05,13410.42275775695,42376.93591451197,12771.831197863765,40358.9865852495,350.0,16.0,0.02,13027.26782182104,41166.16631695449,12020.547009754133,2342.0,0.1948330635951569,Shortened Flight (Possible Direct Routing),1,0.0,13021.142538921833,0.00047041055582473936,0.9994871490484888,distance_km
896397,1662118202.0,0.0,1662120354,0.0,ETD395  ,OMAA,Unknown,OTHH,Unknown,A320 232SL,A320,A6-EIV,1662118202.0,1662120354.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OTHH 091100Z 35016KT CAVOK 37/06 Q1009 NOSIG,OTHH,2025-04-09T11:00:00Z,25.273,51.609,37,6,350,16,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3",4124.54641033492,18560.458846507143,58651.049954962575,0.05,19488.4817888325,61583.60245271071,18560.458846507143,58651.049954962575,290.0,14.0,0.02,18931.668023437287,59824.07095406183,17468.667149653782,2152.0,0.1231919975098186,Shortened Flight (Possible Direct Routing),1,0.0,18925.077705360552,0.00034823202204701284,0.9994871490484888,distance_km
896397,1662105300.0,0.0,1662106855,0.0,ETD383  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIV,1662105300.0,1662106855.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6944.179753009156,31248.808888541203,98746.2360877902,0.0,31248.808888541203,98746.2360877902,31248.808888541203,98746.2360877902,,0.0,0.0,31248.808888541203,98746.2360877902,29410.643659803485,1555.0,0.0528720152468227,Shortened Flight (Possible Direct Routing),1,0.0,31247.794462627444,3.246392045278214e-05,0.9994871490484888,distance_km
896397,1662096374.0,0.0,1662098027,0.0,ETD382  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIV,1662096374.0,1662098027.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2452.12325060536,11034.55462772412,34869.19262360822,0.05,11586.282359110326,36612.65225478864,11034.55462772412,34869.19262360822,290.0,14.0,0.02,11255.245720278604,35566.57647608039,10385.463179034468,1653.0,0.1591647836503791,Shortened Flight (Possible Direct Routing),1,0.0,11257.907387831163,0.00023642649214146062,0.9994871490484888,distance_km
8963cc,1662110670.0,0.0,1662133464,0.0,ETD11K  ,LFPG,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETS,1662110670.0,1662133464.0,"LFPG 091100Z 02009KT 350V080 CAVOK 15/03 Q1024 NOSIG,LFPG,2025-04-09T11:00:00Z,49.015,2.534,15,3,20,9,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5303.471295497036,23865.620829736665,75415.36182196786,0.05,25058.901871223497,79186.12991306625,23865.620829736665,75415.36182196786,20.0,9.0,0.0,23865.620829736665,75415.36182196786,22461.760780928624,22794.0,1.0147913256806416,Normal,0,0.0,23893.783481509505,0.0011786602065191579,0.9994871490484888,distance_km
8963cc,1662072890.0,0.0,1662095953,0.0,ETD36A  ,Unknown,Unknown,LFPG,Unknown,777 3FXER,B77W,A6-ETS,1662072890.0,1662095953.0,No Weather Info,"LFPG 091100Z 02009KT 350V080 CAVOK 15/03 Q1024 NOSIG,LFPG,2025-04-09T11:00:00Z,49.015,2.534,15,3,20,9,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107",6235.147439100538,28058.16347595242,88663.79658400966,0.0,28058.16347595242,88663.79658400966,28058.16347595242,88663.79658400966,,0.0,0.0,28058.16347595242,88663.79658400966,26407.68327148463,23063.0,0.8733443128236749,Normal,0,0.0,28063.69066805063,0.00019695171827492736,0.9994871490484888,distance_km
8964fc,1662111803.0,1662111804.0,1662132199,1662132448.0,ETD44X  ,EDDF,EDDF,OMAA,OMAA,Boeing 787-10 Dreamliner,B78X,A6-BMA,1662111804.0,1662132448.0,"EDDF 091120Z AUTO 10005KT 050V170 CAVOK 16/00 Q1023 NOSIG,EDDF,2025-04-09T11:20:00Z,50.045,8.598,16,0,100,5,,6+,30.21,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,113","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2921.8730027569027,13148.428512406064,41549.03409920316,0.05,13805.849938026366,43626.48580416332,13148.428512406064,41549.03409920316,100.0,5.0,0.0,13148.428512406064,41549.03409920316,12374.99154108806,20396.0,1.6481627427606873,Holding/Reroute,1,1893.8492194653195,13147.43814947865,7.532744525238916e-05,0.9994871490484888,distance_km
8964fc,1662074745.0,0.0,1662095934,1662095926.0,ETD7    ,Unknown,OMAA,EDDF,EDDF,Boeing 787-10 Dreamliner,B78X,A6-BMA,1662074745.0,1662095926.0,No Weather Info,"EDDF 091120Z AUTO 10005KT 050V170 CAVOK 16/00 Q1023 NOSIG,EDDF,2025-04-09T11:20:00Z,50.045,8.598,16,0,100,5,,6+,30.21,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,113",4238.357506143982,19072.60877764792,60269.44373736744,0.0,19072.60877764792,60269.44373736744,19072.60877764792,60269.44373736744,,0.0,0.0,19072.60877764792,60269.44373736744,17950.690614256866,21189.0,1.1804002673396417,Normal,0,0.0,19072.75672290148,7.756888828723059e-06,0.9994871490484888,distance_km
896536,1662122207.0,0.0,1662136889,0.0,ETD245  ,VGZR,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLY,1662122207.0,1662136889.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6120.651039553279,27542.92967798976,87035.65778244763,0.0,27542.92967798976,87035.65778244763,27542.92967798976,87035.65778244763,,0.0,0.0,27542.92967798976,87035.65778244764,25922.75734399036,14682.0,0.5663749347792167,Shortened Flight (Possible Direct Routing),1,0.0,27543.751454023375,2.9835298034377503e-05,0.9994871490484888,distance_km
896536,1662098464.0,0.0,1662114231,0.0,ETD240  ,OMAA,Unknown,VGTJ,Unknown,787-9 Dreamliner,B789,A6-BLY,1662098464.0,1662114231.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2149.381943941744,9672.218747737848,30564.2112428516,0.05,10155.82968512474,32092.421804994177,9672.218747737848,30564.2112428516,290.0,14.0,0.02,9865.663122692606,31175.495467708635,9103.264703753268,15767.0,1.7320159869128358,Holding/Reroute,1,1573.381944947145,9865.804610482764,1.4341231733753042e-05,0.9994871490484888,distance_km
896536,1662066759.0,0.0,1662089865,0.0,ETD69K  ,EGLL,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLY,1662066759.0,1662089865.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6209.2730604907565,27941.728772208404,88295.86292017857,0.05,29338.815210818822,92710.6560661875,27941.728772208404,88295.86292017857,70.0,10.0,0.02,28500.563347652573,90061.78017858214,26298.09766796085,23106.0,0.878618685341267,Normal,0,0.0,28493.9108221128,0.0002334718312731284,0.9994871490484888,distance_km
8964bf,1662135315.0,0.0,1662145283,0.0,ETD223  ,VIDP,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1662135315.0,1662145283.0,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3195.773638159844,14380.981371719296,45443.90113463298,0.05,15100.03044030526,47716.09619136463,14380.981371719296,45443.90113463298,,0.0,0.0,14380.981371719296,45443.90113463298,13535.041291029927,9968.0,0.7364587802629083,Normal,0,0.0,14381.516514732,3.721047166038496e-05,0.9994871490484888,distance_km
